effective_date,symbol
2019-09-27,SRF
2019-09-27,STAR
2019-09-27,STARCEMENT
2019-09-27,STYROLUT
2019-09-27,SUNCLAY
2019-09-27,SUNDARMFIN
2019-09-27,SUNDRMFAST
2019-09-27,SUNPHARMA
2019-09-27,SUPRAJIT
2019-09-27,SUPREMEIND
2019-09-27,SUVEN
2019-09-27,SYMPHONY
2019-09-27,SYNGENE
2019-09-27,TAKE
2019-09-27,TATACHEM
2019-09-27,TATACONSUM
2019-09-27,TATAELXSI
2019-09-27,TATAINVEST
2019-09-27,TATAMETAL
2019-09-27,TATAMOTORS
2019-09-27,TATAPOWER
2019-09-27,TATASTEEL
2019-09-27,TCIEXP
2019-09-27,TCNSCLOTH
2019-09-27,TCS
2019-09-27,TEAMLEASE
2019-09-27,TECHNOE
2019-09-27,THERMAX
2019-09-27,THIRU
2019-09-27,THYROCARE
2019-09-27,TIINDIA
2019-09-27,TIMETECHNO
2019-09-27,TIMEX
2019-09-27,TIMKEN
2019-09-27,TITAN
2019-09-27,TMCV
2019-09-27,TORNTPHARM
2019-09-27,TORNTPOWER
2019-09-27,TRANSPEK
2019-09-27,TRENT
2019-09-27,TRIDENT
2019-09-27,TTKPRESTIG
2019-09-27,TVTODAY
2019-09-27,UBL
2019-09-27,UCALFUEL
2019-09-27,UFLEX
2019-09-27,UJJIVAN
2019-09-27,ULTRACEMCO
2019-09-27,UNIONBANK
2019-09-27,UNOMINDA
2019-09-27,URBANCO
2019-09-27,VARROC
2019-09-27,VARUN
2019-09-27,VBL
2019-09-27,VENKEYS
2019-09-27,VISHAL
2019-09-27,VMART
2019-09-27,VOLTAS
2019-09-27,VTL
2019-09-27,WELENT
2019-09-27,WIDIA
2019-09-27,WIMCO
2019-09-27,WINDMACH
2019-09-27,WIPRO
2019-09-27,WOCKPHARMA
2019-09-27,WSI
2019-09-27,WSTCSTPAPR
2019-09-27,ZENSARTECH
2019-09-27,ZYDUSWELL
2019-12-26,3MINDIA
2019-12-26,AAVAS
2019-12-26,ABBOTINDIA
2019-12-26,ABCAPITAL
2019-12-26,ABREL
2019-12-26,ACC
2019-12-26,ADANIENSOL
2019-12-26,ADANIPOWER
2019-12-26,ADVENZYMES
2019-12-26,AEGISLOG
2019-12-26,AFFLE
2019-12-26,AGCNETWO
2019-12-26,AIAENG
2019-12-26,AKZOINDIA
2019-12-26,ALKEM
2019-12-26,ALLCARGO
2019-12-26,ALTOS
2019-12-26,AMBALAL
2019-12-26,AMBER
2019-12-26,AMBUJACEM
2019-12-26,APLAPOLLO
2019-12-26,APOLLOHOSP
2019-12-26,APOLLOTYRE
2019-12-26,APPAPER
2019-12-26,APPLE
2019-12-26,ARVIND
2019-12-26,ASAHIINDIA
2019-12-26,ASHOKLEY
2019-12-26,ASIANPAINT
2019-12-26,ASTERDM
2019-12-26,ASTRAZENCA
2019-12-26,ATGL
2019-12-26,ATUL
2019-12-26,ATULAUTO
2019-12-26,AUBANK
2019-12-26,AVANTIFEED
2019-12-26,AVERY
2019-12-26,AXISBANK
2019-12-26,BAJAJ
2019-12-26,BAJAJ-AUTO
2019-12-26,BAJAJHLDNG
2019-12-26,BAJFINANCE
2019-12-26,BALMLAWRIE
2019-12-26,BALRAMCHIN
2019-12-26,BANKBARODA
2019-12-26,BASF
2019-12-26,BATAINDIA
2019-12-26,BAYERCROP
2019-12-26,BBTC
2019-12-26,BDL
2019-12-26,BEL
2019-12-26,BEML
2019-12-26,BERGEPAINT
2019-12-26,BHARATFORG
2019-12-26,BHARTIARTL
2019-12-26,BHEL
2019-12-26,BI
2019-12-26,BIOCON
2019-12-26,BIRLACORPN
2019-12-26,BLISSGVS
2019-12-26,BLUEDART
2019-12-26,BLUESTARCO
2019-12-26,BOMDYEING
2019-12-26,BOSCH-HCIL
2019-12-26,BOSCHLTD
2019-12-26,BPCL
2019-12-26,BRIGADE
2019-12-26,BRITANNIA
2019-12-26,BSE
2019-12-26,BSOFT
2019-12-26,CABLE
2019-12-26,CANBK
2019-12-26,CANFINHOME
2019-12-26,CAPLIN
2019-12-26,CASTROLIND
2019-12-26,CCL
2019-12-26,CDSL
2019-12-26,CEATLTD
2019-12-26,CENTRALBK
2019-12-26,CERA
2019-12-26,CESC
2019-12-26,CGCL
2019-12-26,CHALET
2019-12-26,CHAMBLFERT
2019-12-26,CHEMINOR
2019-12-26,CHENNPETRO
2019-12-26,CHETTINAD
2019-12-26,CHOLAFIN
2019-12-26,CHOLAHLDNG
2019-12-26,CIPLA
2019-12-26,CMC
2019-12-26,COALINDIA
2019-12-26,COCHINSHIP
2019-12-26,COFORGE
2019-12-26,COLPAL
2019-12-26,CONCOR
2019-12-26,CONSOFINVT
2019-12-26,COROMANDEL
2019-12-26,CREDITACC
2019-12-26,CRISIL
2019-12-26,CROMPTON
2019-12-26,CUB
2019-12-26,CUMMINSIND
2019-12-26,CYBERTECH
2019-12-26,DABUR
2019-12-26,DALMIASUG
2019-12-26,DBCORP
2019-12-26,DBL
2019-12-26,DCAL
2019-12-26,DCLPOLYE
2019-12-26,DCW
2019-12-26,DEEPAKFERT
2019-12-26,DEEPAKNTR
2019-12-26,DEN
2019-12-26,DHAMPURSUG
2019-12-26,DHANBANK
2019-12-26,DHFL
2019-12-26,DICIND
2019-12-26,DIGJAMLMTD
2019-12-26,DISHTV
2019-12-26,DLF
2019-12-26,DMART
2019-12-26,DRREDDY
2019-12-26,DSQSOFTW
2019-12-26,ECLERX
2019-12-26,EICHERMOT
2019-12-26,EIDPARRY
2019-12-26,EIHOTEL
2019-12-26,ELECON
2019-12-26,ELGIEQUIP
2019-12-26,ELGIRUBCO
2019-12-26,ENDURANCE
2019-12-26,ENERGY
2019-12-26,ENGINERSIN
2019-12-26,ERIS
2019-12-26,ESCORTS
2019-12-26,ESSAR
2019-12-26,EXCELINDUS
2019-12-26,EXIDEIND
2019-12-26,FACT
2019-12-26,FDC
2019-12-26,FEDERALBNK
2019-12-26,FINCABLES
2019-12-26,FLFL
2019-12-26,FMGOETZE
2019-12-26,FORTIS
2019-12-26,FOSECOIND
2019-12-26,FULFORD
2019-12-26,GAEL
2019-12-26,GAIL
2019-12-26,GALAXYSURF
2019-12-26,GANESHBE
2019-12-26,GARDEN
2019-12-26,GARWARE
2019-12-26,GAYAPROJ
2019-12-26,GESHIP
2019-12-26,GHCL
2019-12-26,GICRE
2019-12-26,GILLETTE
2019-12-26,GLAXO
2019-12-26,GLENMARK
2019-12-26,GLFL
2019-12-26,GMDCLTD
2019-12-26,GNFC
2019-12-26,GODFRYPHLP
2019-12-26,GODREJAGRO
2019-12-26,GODREJCP
2019-12-26,GODREJIND
2019-12-26,GOKEX
2019-12-26,GOODRICKE
2019-12-26,GOODYEAR
2019-12-26,GPPL
2019-12-26,GRANULES
2019-12-26,GRAPHITE
2019-12-26,GRASIM
2019-12-26,GREAVESCOT
2019-12-26,GRINDWELL
2019-12-26,GSFC
2019-12-26,GSPL
2019-12-26,GUJALKALI
2019-12-26,GUJGASLTD
2019-12-26,GVT&D
2019-12-26,HAL
2019-12-26,HARRMALAYA
2019-12-26,HATSUN
2019-12-26,HAVELLS
2019-12-26,HCLTECH
2019-12-26,HDFC
2019-12-26,HDFCAMC
2019-12-26,HDFCBANK
2019-12-26,HDFCLIFE
2019-12-26,HEALTHCARE
2019-12-26,HEG
2019-12-26,HEIDELBERG
2019-12-26,HERBERTS
2019-12-26,HERITGFOOD
2019-12-26,HEROMOTOCO
2019-12-26,HEXT
2019-12-26,HIMACHAL
2019-12-26,HIMATSEIDE
2019-12-26,HINDALCO
2019-12-26,HINDCOPPER
2019-12-26,HINDPETRO
2019-12-26,HINDSYNTEX
2019-12-26,HINDUNILVR
2019-12-26,HINDUSTAN
2019-12-26,HINDZINC
2019-12-26,HOGANAS
2019-12-26,HONAUT
2019-12-26,HSCL
2019-12-26,HUBTOWN
2019-12-26,IBREALEST
2019-12-26,IBULLSLTD
2019-12-26,IBVENTURES
2019-12-26,ICICI
2019-12-26,ICICIBANK
2019-12-26,ICICIGI
2019-12-26,ICICIPRULI
2019-12-26,ICRA
2019-12-26,IDBI
2019-12-26,IDFCFIRSTB
2019-12-26,IFBIND
2019-12-26,IFCI
2019-12-26,IGL
2019-12-26,IIFL
2019-12-26,INDHOTEL
2019-12-26,INDIACEM
2019-12-26,INDIAGLYCO
2019-12-26,INDIANB
2019-12-26,INDIGO
2019-12-26,INDUSINDBK
2019-12-26,INDUSTOWER
2019-12-26,INFIBEAM
2019-12-26,INFY
2019-12-26,INSILCO
2019-12-26,INTELLECT
2019-12-26,IOB
2019-12-26,IOC
2019-12-26,IONEXCHANG
2019-12-26,IPCALAB
2019-12-26,IPRINGS
2019-12-26,IRCON
2019-12-26,ISMT
2019-12-26,ITC
2019-12-26,ITDC
2019-12-26,ITDCEMEN
2019-12-26,ITI
2019-12-26,ITIETF
2019-12-26,ITWSIGNO
2019-12-26,JAGRAN
2019-12-26,JAICORPLTD
2019-12-26,JBCHEPHARM
2019-12-26,JBMA
2019-12-26,JGCHEM
2019-12-26,JINDALPHOT
2019-12-26,JINDALSAW
2019-12-26,JINDALSTEL
2019-12-26,JISLJALEQS
2019-12-26,JKCEMENT
2019-12-26,JKPAPER
2019-12-26,JKTYRE
2019-12-26,JSL
2019-12-26,JUBLFOOD
2019-12-26,JUBLINGRY
2019-12-26,KAJARIACER
2019-12-26,KANSAINER
2019-12-26,KARURVYSYA
2019-12-26,KARUTURI
2019-12-26,KEI
2019-12-26,KINETIC
2019-12-26,KMSUGAR
2019-12-26,KNRCON
2019-12-26,KOHINOOR
2019-12-26,KOTAKBANK
2019-12-26,KPEL
2019-12-26,KPITTECH
2019-12-26,KRBL
2019-12-26,KRISHNA
2019-12-26,KTKBANK
2019-12-26,KUMARS
2019-12-26,LALPATHLAB
2019-12-26,LAURUSLABS
2019-12-26,LEMONTREE
2019-12-26,LICHSGFIN
2019-12-26,LINDEINDIA
2019-12-26,LT
2019-12-26,LTTS
2019-12-26,LUPIN
2019-12-26,LUXIND
2019-12-26,M
2019-12-26,M&
2019-12-26,M&M
2019-12-26,MADURA
2019-12-26,MAFATIND
2019-12-26,MAHABANK
2019-12-26,MAHSCOOTER
2019-12-26,MAHSEAMLES
2019-12-26,MALWA
2019-12-26,MARICO
2019-12-26,MARUTI
2019-12-26,MASFIN
2019-12-26,MASTEK
2019-12-26,MATRIX
2019-12-26,MAXIND
2019-12-26,MCX
2019-12-26,MERCK
2019-12-26,MERIND
2019-12-26,METROPOLIS
2019-12-26,MFSL
2019-12-26,MGL
2019-12-26,MIDHANI
2019-12-26,MODIXEROX
2019-12-26,MOREPENLAB
2019-12-26,MOTHERSON
2019-12-26,MOTHERSUMI
2019-12-26,MPHASIS
2019-12-26,MRF
2019-12-26,MRPL
2019-12-26,NAGARFERT
2019-12-26,NAHAR
2019-12-26,NAHARPOLY
2019-12-26,NAHARSPING
2019-12-26,NAM-INDIA
2019-12-26,NATCOPHARM
2019-12-26,NATIONAL
2019-12-26,NATIONALUM
2019-12-26,NAVA
2019-12-26,NAVINFLUOR
2019-12-26,NCC
2019-12-26,NESCO
2019-12-26,NESTLEIND
2019-12-26,NETWORK18
2019-12-26,NFL
2019-12-26,NH
2019-12-26,NIACL
2019-12-26,NILKAMAL
2019-12-26,NIRMA
2019-12-26,NITCO
2019-12-26,NLCINDIA
2019-12-26,NMDC
2019-12-26,NTPC
2019-12-26,OBC
2019-12-26,OFSS
2019-12-26,OIL
2019-12-26,OILCOUNTUB
2019-12-26,OLECTRA
2019-12-26,OMAXAUTO
2019-12-26,OMAXE
2019-12-26,ONELIFECAP
2019-12-26,ONGC
2019-12-26,ONIDA
2019-12-26,ORIENTCEM
2019-12-26,ORIENTELEC
2019-12-26,ORIENTREF
2019-12-26,PARAGMILK
2019-12-26,PATANJALI
2019-12-26,PATNI
2019-12-26,PATSPIN
2019-12-26,PCBL
2019-12-26,PCJEWELLER
2019-12-26,PDMJEPAPER
2019-12-26,PEL
2019-12-26,PENTAFOUR
2019-12-26,PENTAMEDIA
2019-12-26,PERSISTENT
2019-12-26,PETRONET
2019-12-26,PFIZER
2019-12-26,PGHL
2019-12-26,PHIL
2019-12-26,PHILIPS
2019-12-26,PHOENIX
2019-12-26,PIDILITIND
2019-12-26,PNB
2019-12-26,POLYCAB
2019-12-26,POONAWALLA
2019-12-26,PRAJIND
2019-12-26,PREMIERENE
2019-12-26,PRESTIGE
2019-12-26,PSIDATA
2019-12-26,PUNJABCHEM
2019-12-26,PUNJTRACT
2019-12-26,QUESS
2019-12-26,RAASI
2019-12-26,RAIN
2019-12-26,RAJESHEXPO
2019-12-26,RALLIS
2019-12-26,RAMCOCEM
2019-12-26,RATNAMANI
2019-12-26,RAYMOND
2019-12-26,RBLBANK
2019-12-26,RCF
2019-12-26,RECKITT
2019-12-26,RECLTD
2019-12-26,REIAGRO
2019-12-26,RELAXO
2019-12-26,RELCAPITAL
2019-12-26,RELIANCE
2019-12-26,RELINFRA
2019-12-26,RELMEDIA
2019-12-26,RESPONIND
2019-12-26,RITES
2019-12-26,RPGTRANS
2019-12-26,RPOWER
2019-12-26,RSWM
2019-12-26,RVNL
2019-12-26,SAIL
2019-12-26,SANGHI
2019-12-26,SANOFI
2019-12-26,SAREGAMA
2019-12-26,SBILIFE
2019-12-26,SCHAEFFLER
2019-12-26,SCHENECT
2019-12-26,SCI
2019-12-26,SESASTERL
2019-12-26,SESHAPAPER
2019-12-26,SFL
2019-12-26,SHAWWALLA
2019-12-26,SHILPAMED
2019-12-26,SHK
2019-12-26,SHOPERSTOP
2019-12-26,SHREECEM
2019-12-26,SHRIRAMFIN
2019-12-26,SHYAMTEL
2019-12-26,SIEMENS
2019-12-26,SIS
2019-12-26,SJVN
2019-12-26,SKFINDIA
2019-12-26,SKSMICRO
2019-12-26,SOLARINDS
2019-12-26,SONATSOFTW
2019-12-26,SOUTHBANK
2019-12-26,SPARC
2019-12-26,SRF
2019-12-26,STAR
2019-12-26,STARCEMENT
2019-12-26,STYROLUT
2019-12-26,SUNCLAY
2019-12-26,SUNDARMFIN
2019-12-26,SUNDRMFAST
2019-12-26,SUNPHARMA
2019-12-26,SUPRAJIT
2019-12-26,SUPREMEIND
2019-12-26,SUVEN
2019-12-26,SYMPHONY
2019-12-26,SYNGENE
2019-12-26,TAKE
2019-12-26,TATACHEM
2019-12-26,TATACONSUM
2019-12-26,TATAELXSI
2019-12-26,TATAINVEST
2019-12-26,TATAMETAL
2019-12-26,TATAMOTORS
2019-12-26,TATAPOWER
2019-12-26,TATASTEEL
2019-12-26,TCIEXP
2019-12-26,TCNSCLOTH
2019-12-26,TCS
2019-12-26,TEAMLEASE
2019-12-26,TECHNOE
2019-12-26,THERMAX
2019-12-26,THIRU
2019-12-26,THYROCARE
2019-12-26,TIINDIA
2019-12-26,TIMETECHNO
2019-12-26,TIMEX
2019-12-26,TIMKEN
2019-12-26,TITAN
2019-12-26,TMCV
2019-12-26,TORNTPHARM
2019-12-26,TORNTPOWER
2019-12-26,TRANSPEK
2019-12-26,TRENT
2019-12-26,TRIDENT
2019-12-26,TTKPRESTIG
2019-12-26,TVTODAY
2019-12-26,UBL
2019-12-26,UCALFUEL
2019-12-26,UFLEX
2019-12-26,UJJIVAN
2019-12-26,ULTRACEMCO
2019-12-26,UNIONBANK
2019-12-26,UNOMINDA
2019-12-26,URBANCO
2019-12-26,VARROC
2019-12-26,VARUN
2019-12-26,VBL
2019-12-26,VENKEYS
2019-12-26,VISHAL
2019-12-26,VMART
2019-12-26,VOLTAS
2019-12-26,VTL
2019-12-26,WELENT
2019-12-26,WIDIA
2019-12-26,WIMCO
2019-12-26,WINDMACH
2019-12-26,WIPRO
2019-12-26,WOCKPHARMA
2019-12-26,WSI
2019-12-26,WSTCSTPAPR
2019-12-26,ZENSARTECH
2019-12-26,ZYDUSWELL
2019-12-27,3MINDIA
2019-12-27,AARTIIND
2019-12-27,AAVAS
2019-12-27,ABBOTINDIA
2019-12-27,ABCAPITAL
2019-12-27,ABREL
2019-12-27,ACC
2019-12-27,ADANIENSOL
2019-12-27,ADANIPOWER
2019-12-27,ADVENZYMES
2019-12-27,AEGISLOG
2019-12-27,AFFLE
2019-12-27,AGCNETWO
2019-12-27,AIAENG
2019-12-27,AKZOINDIA
2019-12-27,ALKEM
2019-12-27,ALLCARGO
2019-12-27,ALTOS
2019-12-27,AMBALAL
2019-12-27,AMBER
2019-12-27,AMBUJACEM
2019-12-27,APLAPOLLO
2019-12-27,APOLLOHOSP
2019-12-27,APOLLOTYRE
2019-12-27,APPAPER
2019-12-27,APPLE
2019-12-27,ARVIND
2019-12-27,ASAHIINDIA
2019-12-27,ASHOKLEY
2019-12-27,ASIANPAINT
2019-12-27,ASTERDM
2019-12-27,ASTRAZENCA
2019-12-27,ATGL
2019-12-27,ATUL
2019-12-27,ATULAUTO
2019-12-27,AUBANK
2019-12-27,AVANTIFEED
2019-12-27,AVERY
2019-12-27,AXISBANK
2019-12-27,BAJAJ
2019-12-27,BAJAJ-AUTO
2019-12-27,BAJAJHLDNG
2019-12-27,BAJFINANCE
2019-12-27,BALMLAWRIE
2019-12-27,BALRAMCHIN
2019-12-27,BANKBARODA
2019-12-27,BASF
2019-12-27,BATAINDIA
2019-12-27,BAYERCROP
2019-12-27,BBTC
2019-12-27,BDL
2019-12-27,BEL
2019-12-27,BEML
2019-12-27,BERGEPAINT
2019-12-27,BHARATFORG
2019-12-27,BHARTIARTL
2019-12-27,BHEL
2019-12-27,BI
2019-12-27,BIOCON
2019-12-27,BIRLACORPN
2019-12-27,BLISSGVS
2019-12-27,BLUEDART
2019-12-27,BLUESTARCO
2019-12-27,BOMDYEING
2019-12-27,BOSCH-HCIL
2019-12-27,BOSCHLTD
2019-12-27,BPCL
2019-12-27,BRIGADE
2019-12-27,BRITANNIA
2019-12-27,BSE
2019-12-27,BSOFT
2019-12-27,CABLE
2019-12-27,CANBK
2019-12-27,CANFINHOME
2019-12-27,CAPLIN
2019-12-27,CASTROLIND
2019-12-27,CCL
2019-12-27,CDSL
2019-12-27,CEATLTD
2019-12-27,CENTRALBK
2019-12-27,CERA
2019-12-27,CESC
2019-12-27,CGCL
2019-12-27,CHALET
2019-12-27,CHAMBLFERT
2019-12-27,CHEMINOR
2019-12-27,CHENNPETRO
2019-12-27,CHETTINAD
2019-12-27,CHOLAFIN
2019-12-27,CHOLAHLDNG
2019-12-27,CIPLA
2019-12-27,CMC
2019-12-27,COALINDIA
2019-12-27,COCHINSHIP
2019-12-27,COFORGE
2019-12-27,COLPAL
2019-12-27,CONCOR
2019-12-27,CONSOFINVT
2019-12-27,COROMANDEL
2019-12-27,CREDITACC
2019-12-27,CRISIL
2019-12-27,CROMPTON
2019-12-27,CUB
2019-12-27,CUMMINSIND
2019-12-27,CYBERTECH
2019-12-27,DABUR
2019-12-27,DALMIASUG
2019-12-27,DBCORP
2019-12-27,DBL
2019-12-27,DCAL
2019-12-27,DCLPOLYE
2019-12-27,DCW
2019-12-27,DEEPAKFERT
2019-12-27,DEEPAKNTR
2019-12-27,DHAMPURSUG
2019-12-27,DHFL
2019-12-27,DICIND
2019-12-27,DIGJAMLMTD
2019-12-27,DISHTV
2019-12-27,DLF
2019-12-27,DMART
2019-12-27,DRREDDY
2019-12-27,DSQSOFTW
2019-12-27,ECLERX
2019-12-27,EICHERMOT
2019-12-27,EIDPARRY
2019-12-27,EIHOTEL
2019-12-27,ELECON
2019-12-27,ELGIEQUIP
2019-12-27,ELGIRUBCO
2019-12-27,ENDURANCE
2019-12-27,ENERGY
2019-12-27,ENGINERSIN
2019-12-27,ERIS
2019-12-27,ESCORTS
2019-12-27,ESSAR
2019-12-27,EXCELINDUS
2019-12-27,EXIDEIND
2019-12-27,FACT
2019-12-27,FDC
2019-12-27,FEDERALBNK
2019-12-27,FINCABLES
2019-12-27,FLFL
2019-12-27,FMGOETZE
2019-12-27,FORTIS
2019-12-27,FOSECOIND
2019-12-27,FULFORD
2019-12-27,GAEL
2019-12-27,GAIL
2019-12-27,GALAXYSURF
2019-12-27,GANESHBE
2019-12-27,GARDEN
2019-12-27,GARWARE
2019-12-27,GAYAPROJ
2019-12-27,GESHIP
2019-12-27,GHCL
2019-12-27,GICRE
2019-12-27,GILLETTE
2019-12-27,GLAXO
2019-12-27,GLENMARK
2019-12-27,GLFL
2019-12-27,GMDCLTD
2019-12-27,GNFC
2019-12-27,GODFRYPHLP
2019-12-27,GODREJAGRO
2019-12-27,GODREJCP
2019-12-27,GODREJIND
2019-12-27,GOKEX
2019-12-27,GOODRICKE
2019-12-27,GOODYEAR
2019-12-27,GPPL
2019-12-27,GRANULES
2019-12-27,GRAPHITE
2019-12-27,GRASIM
2019-12-27,GREAVESCOT
2019-12-27,GRINDWELL
2019-12-27,GSFC
2019-12-27,GSPL
2019-12-27,GUJALKALI
2019-12-27,GUJGASLTD
2019-12-27,GVT&D
2019-12-27,HAL
2019-12-27,HARRMALAYA
2019-12-27,HATSUN
2019-12-27,HAVELLS
2019-12-27,HCLTECH
2019-12-27,HDFC
2019-12-27,HDFCAMC
2019-12-27,HDFCBANK
2019-12-27,HDFCLIFE
2019-12-27,HEALTHCARE
2019-12-27,HEG
2019-12-27,HEIDELBERG
2019-12-27,HERBERTS
2019-12-27,HERITGFOOD
2019-12-27,HEROMOTOCO
2019-12-27,HEXT
2019-12-27,HIMACHAL
2019-12-27,HIMATSEIDE
2019-12-27,HINDALCO
2019-12-27,HINDCOPPER
2019-12-27,HINDPETRO
2019-12-27,HINDSYNTEX
2019-12-27,HINDUNILVR
2019-12-27,HINDUSTAN
2019-12-27,HINDZINC
2019-12-27,HOGANAS
2019-12-27,HONAUT
2019-12-27,HSCL
2019-12-27,HUBTOWN
2019-12-27,IBREALEST
2019-12-27,IBULLSLTD
2019-12-27,IBVENTURES
2019-12-27,ICICI
2019-12-27,ICICIBANK
2019-12-27,ICICIGI
2019-12-27,ICICIPRULI
2019-12-27,ICRA
2019-12-27,IDBI
2019-12-27,IDFCFIRSTB
2019-12-27,IFBIND
2019-12-27,IFCI
2019-12-27,IGL
2019-12-27,IIFL
2019-12-27,INDHOTEL
2019-12-27,INDIACEM
2019-12-27,INDIAGLYCO
2019-12-27,INDIAMART
2019-12-27,INDIANB
2019-12-27,INDIGO
2019-12-27,INDUSINDBK
2019-12-27,INDUSTOWER
2019-12-27,INFIBEAM
2019-12-27,INFY
2019-12-27,INSILCO
2019-12-27,INTELLECT
2019-12-27,IOB
2019-12-27,IOC
2019-12-27,IONEXCHANG
2019-12-27,IPCALAB
2019-12-27,IPRINGS
2019-12-27,IRCON
2019-12-27,ISMT
2019-12-27,ITC
2019-12-27,ITDC
2019-12-27,ITDCEMEN
2019-12-27,ITI
2019-12-27,ITIETF
2019-12-27,ITWSIGNO
2019-12-27,JAGRAN
2019-12-27,JAICORPLTD
2019-12-27,JBCHEPHARM
2019-12-27,JBMA
2019-12-27,JGCHEM
2019-12-27,JINDALPHOT
2019-12-27,JINDALSAW
2019-12-27,JINDALSTEL
2019-12-27,JISLJALEQS
2019-12-27,JKCEMENT
2019-12-27,JKPAPER
2019-12-27,JKTYRE
2019-12-27,JSL
2019-12-27,JUBLFOOD
2019-12-27,JUBLINGRY
2019-12-27,KAJARIACER
2019-12-27,KANSAINER
2019-12-27,KARURVYSYA
2019-12-27,KARUTURI
2019-12-27,KEI
2019-12-27,KINETIC
2019-12-27,KMSUGAR
2019-12-27,KNRCON
2019-12-27,KOHINOOR
2019-12-27,KOTAKBANK
2019-12-27,KPEL
2019-12-27,KPITTECH
2019-12-27,KRBL
2019-12-27,KRISHNA
2019-12-27,KTKBANK
2019-12-27,KUMARS
2019-12-27,LALPATHLAB
2019-12-27,LAURUSLABS
2019-12-27,LEMONTREE
2019-12-27,LICHSGFIN
2019-12-27,LINDEINDIA
2019-12-27,LT
2019-12-27,LTTS
2019-12-27,LUPIN
2019-12-27,LUXIND
2019-12-27,M
2019-12-27,M&
2019-12-27,M&M
2019-12-27,MADURA
2019-12-27,MAFATIND
2019-12-27,MAHABANK
2019-12-27,MAHSCOOTER
2019-12-27,MAHSEAMLES
2019-12-27,MALWA
2019-12-27,MARICO
2019-12-27,MARUTI
2019-12-27,MASFIN
2019-12-27,MASTEK
2019-12-27,MATRIX
2019-12-27,MCX
2019-12-27,MERCK
2019-12-27,MERIND
2019-12-27,METROPOLIS
2019-12-27,MFSL
2019-12-27,MGL
2019-12-27,MIDHANI
2019-12-27,MODIXEROX
2019-12-27,MOREPENLAB
2019-12-27,MOTHERSON
2019-12-27,MOTHERSUMI
2019-12-27,MPHASIS
2019-12-27,MRF
2019-12-27,MRPL
2019-12-27,NAGARFERT
2019-12-27,NAHAR
2019-12-27,NAHARPOLY
2019-12-27,NAHARSPING
2019-12-27,NAM-INDIA
2019-12-27,NATCOPHARM
2019-12-27,NATIONAL
2019-12-27,NATIONALUM
2019-12-27,NAVA
2019-12-27,NAVINFLUOR
2019-12-27,NCC
2019-12-27,NESCO
2019-12-27,NESTLEIND
2019-12-27,NETWORK18
2019-12-27,NFL
2019-12-27,NH
2019-12-27,NIACL
2019-12-27,NILKAMAL
2019-12-27,NIRMA
2019-12-27,NITCO
2019-12-27,NLCINDIA
2019-12-27,NMDC
2019-12-27,NTPC
2019-12-27,OFSS
2019-12-27,OIL
2019-12-27,OILCOUNTUB
2019-12-27,OLECTRA
2019-12-27,OMAXAUTO
2019-12-27,OMAXE
2019-12-27,ONELIFECAP
2019-12-27,ONGC
2019-12-27,ONIDA
2019-12-27,ORIENTCEM
2019-12-27,ORIENTELEC
2019-12-27,PARAGMILK
2019-12-27,PATANJALI
2019-12-27,PATNI
2019-12-27,PATSPIN
2019-12-27,PCBL
2019-12-27,PCJEWELLER
2019-12-27,PDMJEPAPER
2019-12-27,PEL
2019-12-27,PENTAFOUR
2019-12-27,PENTAMEDIA
2019-12-27,PERSISTENT
2019-12-27,PETRONET
2019-12-27,PFIZER
2019-12-27,PGHL
2019-12-27,PHIL
2019-12-27,PHILIPS
2019-12-27,PHOENIX
2019-12-27,PIDILITIND
2019-12-27,PNB
2019-12-27,POLYCAB
2019-12-27,POONAWALLA
2019-12-27,PRAJIND
2019-12-27,PREMIERENE
2019-12-27,PRESTIGE
2019-12-27,PSIDATA
2019-12-27,PUNJABCHEM
2019-12-27,PUNJTRACT
2019-12-27,QUESS
2019-12-27,RAASI
2019-12-27,RAIN
2019-12-27,RAJESHEXPO
2019-12-27,RALLIS
2019-12-27,RAMCOCEM
2019-12-27,RATNAMANI
2019-12-27,RAYMOND
2019-12-27,RBLBANK
2019-12-27,RCF
2019-12-27,RECKITT
2019-12-27,RECLTD
2019-12-27,REIAGRO
2019-12-27,RELAXO
2019-12-27,RELCAPITAL
2019-12-27,RELIANCE
2019-12-27,RELINFRA
2019-12-27,RELMEDIA
2019-12-27,RESPONIND
2019-12-27,RITES
2019-12-27,RPGTRANS
2019-12-27,RPOWER
2019-12-27,RSWM
2019-12-27,RVNL
2019-12-27,SAIL
2019-12-27,SANGHI
2019-12-27,SANOFI
2019-12-27,SAREGAMA
2019-12-27,SBILIFE
2019-12-27,SCHAEFFLER
2019-12-27,SCHENECT
2019-12-27,SCI
2019-12-27,SESASTERL
2019-12-27,SESHAPAPER
2019-12-27,SFL
2019-12-27,SHAWWALLA
2019-12-27,SHILPAMED
2019-12-27,SHK
2019-12-27,SHOPERSTOP
2019-12-27,SHREECEM
2019-12-27,SHRIRAMFIN
2019-12-27,SHYAMTEL
2019-12-27,SIEMENS
2019-12-27,SIS
2019-12-27,SJVN
2019-12-27,SKFINDIA
2019-12-27,SKSMICRO
2019-12-27,SOLARINDS
2019-12-27,SONATSOFTW
2019-12-27,SOUTHBANK
2019-12-27,SPARC
