Momentum Rank,ID Rank,Stock,Live Price,Momentum 12-2,Positive Days %,Negative Days %,ID,Portfolio Signal,Sell Reason,Exit Safety,Data Safety,Weight %
9,1,FEDERALBNK,322.0,0.8326176807566237,0.5970149253731343,0.40298507462686567,-0.1940298507462686,HOLD,,,VALID,2.0
17,2,NATIONALUM,358.70001220703125,0.7276869527606673,0.5970149253731343,0.40298507462686567,-0.1940298507462686,HOLD,,,VALID,2.0
4,3,ACUTAAS,3272.5,1.3099000778368035,0.582089552238806,0.417910447761194,-0.16417910447761197,HOLD,,,VALID,2.0
12,4,BHEL,418.95001220703125,0.7843582552311779,0.58,0.42,-0.15999999999999998,HOLD,,,VALID,2.0
80,5,HINDALCO,977.0,0.2709962019459853,0.5792079207920792,0.4207920792079208,-0.1584158415841584,HOLD,,,VALID,2.0
26,6,POWERINDIA,31035.0,0.6179763975889532,0.572139303482587,0.42786069651741293,-0.14427860696517408,HOLD,,,VALID,2.0
10,7,LAURUSLABS,2007.0,0.7896097951476542,0.5693069306930693,0.4306930693069307,-0.13861386138613857,HOLD,,,VALID,2.0
23,8,SHRIRAMFIN,994.0999755859375,0.6597762467226653,0.5671641791044776,0.43283582089552236,-0.13432835820895522,HOLD,,,VALID,2.0
48,9,TORNTPHARM,4988.5,0.4173312850382702,0.5643564356435643,0.43564356435643564,-0.12871287128712866,HOLD,,,VALID,2.0
44,10,CUMMINSIND,4945.0,0.42639499249327906,0.5594059405940595,0.4405940594059406,-0.11881188118811886,HOLD,,,VALID,2.0
96,11,BANKINDIA,137.94000244140625,0.2297830374104668,0.5594059405940595,0.4405940594059406,-0.11881188118811886,HOLD,,,VALID,2.0
63,12,INDUSINDBK,912.2000122070312,0.34682864863410545,0.5572139303482587,0.4427860696517413,-0.11442786069651745,HOLD,,,VALID,2.0
45,13,ABB,7052.5,0.42397468577791875,0.5544554455445545,0.44554455445544555,-0.10891089108910895,HOLD,,,VALID,2.0
7,14,ADANIENSOL,1338.5,0.9036009035278005,0.5544554455445545,0.44554455445544555,-0.10891089108910895,HOLD,,,VALID,2.0
18,15,HSCL,678.75,0.7101905034622931,0.5544554455445545,0.44554455445544555,-0.10891089108910895,HOLD,,,VALID,2.0
11,16,BHARATFORG,2008.0,0.7896094283444299,0.5544554455445545,0.44554455445544555,-0.10891089108910895,HOLD,,,VALID,2.0
5,17,ATHERENERG,1497.0,1.169238917250373,0.5495049504950495,0.4504950495049505,-0.09900990099009904,HOLD,,,VALID,2.0
6,18,RRKABEL,2528.300048828125,0.9843731710001506,0.5495049504950495,0.4504950495049505,-0.09900990099009904,HOLD,,,VALID,2.0
81,19,UNIONBANK,180.1999969482422,0.26492725916133364,0.5472636815920398,0.4527363184079602,-0.09452736318407956,HOLD,,,VALID,2.0
40,20,GESHIP,1497.199951171875,0.4416345211435546,0.5445544554455446,0.45544554455445546,-0.08910891089108913,HOLD,,,VALID,2.0
43,21,ANANDRATHI,2126.800048828125,0.4264334140250021,0.5445544554455446,0.45544554455445546,-0.08910891089108913,HOLD,,,VALID,2.0
99,22,BIOCON,382.1499938964844,0.21974597415002672,0.5422885572139303,0.4577114427860697,-0.08457711442786064,HOLD,,,VALID,2.0
36,23,MAHABANK,84.87999725341797,0.5094221958068652,0.5422885572139303,0.4577114427860697,-0.08457711442786064,HOLD,,,VALID,2.0
38,24,AIAENG,3919.39990234375,0.4788642102260745,0.5422885572139303,0.4577114427860697,-0.08457711442786064,HOLD,,,VALID,2.0
14,25,SONACOMS,824.5,0.7633985705293138,0.5396039603960396,0.4603960396039604,-0.07920792079207922,HOLD,,,VALID,2.0
27,26,APARINDS,17776.0,0.5901310452169557,0.5396039603960396,0.4603960396039604,-0.07920792079207922,HOLD,,,VALID,2.0
28,27,NAVINFLUOR,8584.5,0.5870593067703647,0.5396039603960396,0.4603960396039604,-0.07920792079207922,HOLD,,,VALID,2.0
97,28,ASTERDM,759.4000244140625,0.22806220828121426,0.5346534653465347,0.46534653465346537,-0.06930693069306931,HOLD,,,VALID,2.0
19,29,MCX,3324.89990234375,0.7013586696859158,0.5346534653465347,0.46534653465346537,-0.06930693069306931,HOLD,,,VALID,2.0
16,30,BSE,3191.5,0.7418155464739145,0.5346534653465347,0.46534653465346537,-0.06930693069306931,HOLD,,,VALID,2.0
67,31,SOLARINDS,19745.0,0.30718129163228647,0.5346534653465347,0.46534653465346537,-0.06930693069306931,HOLD,,,VALID,2.0
21,32,NUVAMA,1681.4000244140625,0.6725655586537052,0.5297029702970297,0.47029702970297027,-0.05940594059405946,HOLD,,,VALID,2.0
30,33,GRANULES,868.6500244140625,0.5722906828187886,0.527363184079602,0.472636815920398,-0.05472636815920401,HOLD,,,VALID,2.0
95,34,DIVISLAB,9619.5,0.23425315640262467,0.525,0.475,-0.050000000000000044,HOLD,,,VALID,2.0
77,35,BAJAJ-AUTO,11281.0,0.2764077379262473,0.5247524752475248,0.4752475247524752,-0.04950495049504955,HOLD,,,VALID,2.0
31,36,SYRMA,1732.5999755859375,0.5423203041055271,0.5247524752475248,0.4752475247524752,-0.04950495049504955,HOLD,,,VALID,2.0
20,37,J&KBANK,146.10000610351562,0.6790232474587241,0.5247524752475248,0.4752475247524752,-0.04950495049504955,HOLD,,,VALID,2.0
33,38,PFOCUS,315.45001220703125,0.5209779873111373,0.5247524752475248,0.4752475247524752,-0.04950495049504955,HOLD,,,VALID,2.0
60,39,NYKAA,333.70001220703125,0.36513566196240044,0.5247524752475248,0.4752475247524752,-0.04950495049504955,HOLD,,,VALID,2.0
53,40,TITAN,4884.0,0.38888458318618824,0.5247524752475248,0.4752475247524752,-0.04950495049504955,HOLD,,,VALID,2.0
55,41,RADICO,4557.10009765625,0.38395350540761264,0.5198019801980198,0.4801980198019802,-0.03960396039603964,HOLD,,,VALID,2.0
37,42,VTL,554.0,0.485797071731616,0.5198019801980198,0.4801980198019802,-0.03960396039603964,HOLD,,,VALID,2.0
24,43,KARURVYSYA,327.95001220703125,0.6272906745737366,0.5198019801980198,0.4801980198019802,-0.03960396039603964,HOLD,,,VALID,2.0
3,44,KIRLOSENG,2137.199951171875,1.3142027071058417,0.5174129353233831,0.48258706467661694,-0.03482587064676612,HOLD,,,VALID,2.0
8,45,WELCORP,2832.39990234375,0.8353886358679599,0.5148514851485149,0.48514851485148514,-0.02970297029702973,HOLD,,,VALID,2.0
61,46,AUBANK,1018.0,0.353829597615406,0.5148514851485149,0.48514851485148514,-0.02970297029702973,HOLD,,,VALID,2.0
72,47,ABSLAMC,1014.5,0.2974299289737632,0.5124378109452736,0.48756218905472637,-0.02487562189054726,HOLD,,,VALID,2.0
75,48,IIFL,616.9500122070312,0.28534616859003115,0.5124378109452736,0.48756218905472637,-0.02487562189054726,HOLD,,,VALID,2.0
57,49,ABCAPITAL,390.0,0.37469461118155545,0.5099009900990099,0.4900990099009901,-0.01980198019801982,HOLD,,,VALID,2.0
92,50,NESTLEIND,1362.5999755859375,0.24266738461968518,0.5099009900990099,0.4900990099009901,-0.01980198019801982,BUY,,,VALID,2.0
